Letter,Exp 1,Exp 2,Exp 3,Exp 4,Exp 5,Exp 6,Exp 7,Exp 8,Exp 9,Exp 10,Exp 11,Exp 12,Exp 13,Exp 14,Exp 15,Exp 16,Exp 17,Exp 18,Exp 19,Exp 20,Exp 21,Exp 22,Exp 23,Exp 24,Exp 25,Exp 26,Exp 27,Exp 28,Exp 29,Exp 30,Exp 31,Exp 32,Exp 33,Exp 34,Exp 35,Exp 36,Exp 37,Exp 38,Exp 39,Exp 40,Exp 41,Exp 42,Exp 43,Exp 44,Exp 45,Exp 46,Exp 47,Exp 48,Exp 49,Exp 50,Exp 51,Exp 52,Exp 53,Exp 54,Exp 55,Exp 56,Exp 57,Exp 58,Exp 59,Exp 60,Exp 61,Exp 62,Exp 63,Exp 64,Exp 65,Exp 66,Exp 67,Exp 68,Exp 69,Exp 70,Exp 71,Exp 72,Exp 73,Exp 74,Exp 75,Exp 76,Exp 77,Exp 78,Exp 79,Exp 80,Exp 81,Exp 82,Exp 83,Exp 84,Exp 85,Exp 86,Exp 87,Exp 88,Exp 89,Exp 90,Exp 91,Exp 92,Exp 93,Exp 94,Exp 95,Exp 96,Exp 97,Exp 98,Exp 99,Exp 100,Minimum,Maximum,Average,Avg Percent (100%)
M,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,3.276
D,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,8239,3.2193
C,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,7823,3.0568
P,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,7051,2.7551
V,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,4315,1.6861
É,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,3714,1.4512
H,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,3344,1.3066
Q,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,2909,1.1367
F,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,2796,1.0925
G,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,2656,1.0378
B,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,2225,0.8694
J,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,0.5552
À,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,1252,0.4892
Y,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,958,0.3743
È,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,832,0.3251
X,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,0.3173
Z,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,739,0.2888
Ê,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,586,0.229
K,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,345,0.1348
W,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,0.1207
Â,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,264,0.1032
1,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,0.0699
Ô,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,137,0.0535
Ù,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,0.0488
Û,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,0.0445
Î,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0391
5,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,0.0371
Ç,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,0.0348
0,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,0.0274
Ë,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,0.0266
4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,0.0258
2,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,0.0254
6,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,0.0246
3,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0.0234
8,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0.0195
9,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0.0191
7,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0.0102
Ï,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,0.0074
